ID, question, Option 1, Option 2, Option 3, Option 4, Option 5, Answer
691,"Which of the following methods of fighting the Depression did President Herbert Hoover oppose throughout his","federal welfare programs to give relief directly to the poor.","an increase of taxes on wealthy individuals and corporations.","loans by the government to big businesses to keep them from failing.","increased state and local spending for public works programs.","continued promotion of cooperation and conferences between government and business.","federal welfare programs to give relief directly to the poor."
692,"In the eyes of John Maynard Keynes, the ultimate responsibility for full employment rested with the?:","good will of businessmen.","gold-producing countries.","trade unions.","natural forces of economic variables.","central government.","central government."
693,"One of the major problems facing farmers in the 1920s was?:","overproduction.","the inability to purchase modern farm equipment.","passage of the McNary-Haugen Bill.","the prosecution of cooperatives under anti-trust laws.","central government.","overproduction."
694,"Part of the reason for the stock market crash was?:","the high rate of deflation in the 1920s.","the tax policies of the 1920s, which especially hurt the wealthy who might otherwise have brought more stocks.","the buying of great amounts of stock  on margin.","the low tariff, which allowed imports to corner several important American markets.","central government.","the buying of great amounts of stock  on margin."
695,"All of the following were part of American economic policy during the 1920s EXCEPT?:","lower taxes on the wealthy.","support of public works projects.","high tariffs.","limits on regulation of business.","opposition to parity prices for farmers.","support of public works projects."
696,"In the 1920s, the United States government did all of the following EXCEPT?:","guarantee Franco-German and Belgian-German boundaries.","co-author an international pact that outlawed war as an instrument of national policy.","sponsor international plans to solve the reparations problem.","authorize loans to Germany.","participate in some agencies of the League of Nations.","guarantee Franco-German and Belgian-German boundaries."
697,"The Kellog-Briand Pact of 1928 pledged the signatory nations to?:","join the League of Nations.","respect the Open Door Policy in China.","renounce war as an instrument of national policy.","create a binding regional security military alliance with one another.","participate in some agencies of the League of Nations.","renounce war as an instrument of national policy."
698,"The Republicans returned to power with the election of Warren G. Harding in 1920. The new president's call for a","low tariffs and high taxes.","a huge increase in government expenditures.","active participation in international affairs.","isolationism and protectionism.","participate in some agencies of the League of Nations.","isolationism and protectionism."
699,"The Coolidge administration?:","recognized the laborer's right to bargain collectively and to unionize.","formed a coalition with farmers to raise agricultural prices.","worked to help wealthy Americans through tax cuts and other pro-business activities.","passed federal regulations to protect child labor.","participate in some agencies of the League of Nations.","worked to help wealthy Americans through tax cuts and other pro-business activities."
700,"The Harlem Renaissance refers to?:","the movement of African-American artists, poets, and writers who expressed their pride in being black.","the  Lost Generation  of writers who moved to Europe during the 1920s.","the most famous jazz ensemble during the 1920s.","the name of the shipping company owned by the United Negro Improvement Association, promoting a  Back-To-Africa  movement.,","participate in some agencies of the League of Nations.","the movement of African-American artists, poets, and writers who expressed their pride in being black."
701,"One of the most important economic transformations in the years after World War I was?:","the move from the Northeast and Midwest to the West Coast as the country's industrial heartland.","the shift in production from heavy industry to consumer goods and services.","a change from a more cooperative to a more adversarial relationship between government and business.","the shift from industry's reliance on railroads to reliance on the automobile.","participate in some agencies of the League of Nations.","the shift in production from heavy industry to consumer goods and services."
702,"One effect of the Great Depression on women was to?:","open up new opportunities for women in the professions.","drive most women out of the labor force by the time the economic crisis was over.","strengthen the belief that a woman's place was in the home.","gain increased public support for such feminist organizations as the National Woman's Party.","participate in some agencies of the League of Nations.","strengthen the belief that a woman's place was in the home."
703,"The Reconstruction Finance Corporation?:","was passed over Hoover's veto.","offered emergency loans to banks, farm mortgage associations, building and loan societies, and other such businesses to prevent bankruptcies.","was criticized for its alleged favoritism to farmers and workers.","all of these choices are correct.","participate in some agencies of the League of Nations.","offered emergency loans to banks, farm mortgage associations, building and loan societies, and other such businesses to prevent bankruptcies."
704,"One result of the  Dust Bowl  was that?:","California became the most populous state in the Union.","Mexican-Americans and African-Americans took advantage of the opportunity to settle abandoned land.","big, industrial agricultural cooperatives broke up into smaller units.","several million people on the Plains abandoned their farms and moved West.","participate in some agencies of the League of Nations.","several million people on the Plains abandoned their farms and moved West."
705,"Which of the following statements about blacks in American society during the 1970s and 1980s is supported by the evidence?:","socially and economically, black Americans were as thoroughly integrated into American society as was possible.","integration in America was so advanced that federal intervention was no longer necessary to continue the process.","blacks had become such a crucial voting bloc in all regions of the nation that the gains of the civil rights movement could never be undone.","two black Americas emerged during these years, one consisting of very poor blacks and the other of an increasingly affluent black middle class.","participate in some agencies of the League of Nations.","two black Americas emerged during these years, one consisting of very poor blacks and the other of an increasingly affluent black middle class."
706,"The right-to-life movement succeeded in?:","creating a constitutional amendment banning abortions.","helping to defeat pro-choice politicians and achieving restrictions on abortions.","getting the  Stewart v. Freeman  case to the Supreme Court.","all of these choices are correct.","participate in some agencies of the League of Nations.","helping to defeat pro-choice politicians and achieving restrictions on abortions."
707,"The Women's Strike of 1970 and the women's movement of the 1970s centered on three central demands. Which one was NOT one of","the removal of the  glass ceiling  in 20% of all corporate management positions.","equality for women in employment and education.","child care centers throughout the nation.","women's control over their bodies, including the right to abortion.","participate in some agencies of the League of Nations.","the removal of the  glass ceiling  in 20% of all corporate management positions."
708,"In  Bakke v. University of California , the Supreme Court?:","outlawed quotas and upheld the principle of affirmative action.","upheld quotas and outlawed the principle of affirmative action.","outlawed quotas and the principle of affirmative action.","upheld quotas and the principles of affirmative action.","participate in some agencies of the League of Nations.","outlawed quotas and upheld the principle of affirmative action."
709,"By 1980, the American economy was beginning to show a pattern of?:","increased per-worker productivity.","massive reinvestment in capital industry.","a significant shift from industrial to service employment.","permanent prosperity.","participate in some agencies of the League of Nations.","a significant shift from industrial to service employment."
710,"The most important method of the 1970s designed to overcome segregation in the schools was?:","state court-mandated desegregation of the real estate market.","federal court-ordered busing.","voluntary desegregation of schools, with a state court oversight.","federal court-mandated desegregation of the real estate market.","participate in some agencies of the League of Nations.","federal court-ordered busing."
711,"The baby-boom generation will create a major problem in the future by?:","placing an enormous strain on the Social Security system.","producing an even larger generation of children than itself.","creating a housing surplus.","causing immigration restrictions to be imposed upon many deserving people.","participate in some agencies of the League of Nations.","placing an enormous strain on the Social Security system."
712,"Which of the following statements is most consistent with the Supreme Court's ruling in  Roe v. Wade ?:","there is no inherent right to privacy embodied in the Constitution; thus, a state may prohibit the sale of contraceptives.","the right to privacy is guaranteed by the Constitution; thus, a state does not have the power to regulate sexual acts between consenting adults.","the Constitution protects a woman's decision about whether to have an abortion up to the last three months of pregnancy.","the Constitution protects the rights of the fetus over the rights of the mother after the first three months of pregnancy.","participate in some agencies of the League of Nations.","the Constitution protects a woman's decision about whether to have an abortion up to the last three months of pregnancy."
713,"A striking feature of the new wealth of the 1980s was?:","the extent to which people put their money into savings accounts.","the degree to which wealth came from moving assets around rather than from creating goods.","how many new industries were created during the decade.","all of these choices are correct.","participate in some agencies of the League of Nations.","the degree to which wealth came from moving assets around rather than from creating goods."
714,"Anti-feminism achieved its greatest victory in?:","blocking ratification of the Equal Rights Amendment.","getting governments to refuse to pay for abortions under Medicaid.","creating the National Organization for Women.","getting Congress to pass the Dependent Woman Tax Act, giving tax benefits to dependent women.","participate in some agencies of the League of Nations.","blocking ratification of the Equal Rights Amendment."
715,"In the 1985 case of  County of Oneida v. Oneida Indian Nation , the Supreme Court's decision raised the possibility","social discrimination against Native Americans might be outlawed by Congress.","Native Americans might gain full civil rights under the Constitution.","tribal laws might gain full legal sanction within reservations.","Native Americans might reclaim land lost when the federal government violated old treaties.","participate in some agencies of the League of Nations.","Native Americans might reclaim land lost when the federal government violated old treaties."
716,"Evangelical Protestants and conservative Catholics in the 1980s and 1990s generally agreed on all of the following","federal aid to religious schools.","opposition to abortion.","political participation by the clergy.","the AIDS disease might be understood as the consequences of immorality.","participate in some agencies of the League of Nations.","political participation by the clergy."
717,"Which of the following was true of women in American society by the mid-1980s?:","they no longer had to contend with occupational segregation.","most adult women worked for pay outside the home.","the earnings gap between women workers and men workers disappeared.","most new mothers left the job market permanently.","participate in some agencies of the League of Nations.","most adult women worked for pay outside the home."
718,"Sources of discomfort among youth during the decade of the 1960s included all of the following EXCEPT?:","failure of the Johnson administration to face the social and economic problems of the underclass.","the unpopular war in Vietnam.","the unequal treatment of blacks and other minorities.","resentment against the traditional practices of college and university administrations which were conceived as authoritarian.","participate in some agencies of the League of Nations.","failure of the Johnson administration to face the social and economic problems of the underclass."
719,"Which of the following is most consistent with the belief expressed by Stokely Carmichael in his 1966 call for","to right the wrongs done against them, blacks should move to several southern states, take them over, and push white residents out.","to be truly free from white oppression, blacks must control their own economic, political, and social institutions.","blacks can gain independence and dignity only be returning en masse to Africa.","blacks must seek revenge for the wrongs done against them by forming vigilante groups to assassinate prominent whites.","participate in some agencies of the League of Nations.","to be truly free from white oppression, blacks must control their own economic, political, and social institutions."
720,"All of the following contributed to a  sexual revolution  during the 1960s EXCEPT?:","the elimination of all state laws infringing on a woman's right to an abortion during the first trimester of pregnancy.","waning fear of unwanted pregnancy because of the availability of contraceptives, particularly the Pill.","greater permissiveness and openness about sexual activity.","the counter-culture's  do your own thing  attitude.","participate in some agencies of the League of Nations.","the elimination of all state laws infringing on a woman's right to an abortion during the first trimester of pregnancy."
721,"The Stonewall riots helped forge a new sense of solidarity among?:","women.","African-Americans.","the elderly.","Native Americans.","gay Americans.","gay Americans."
722,"We are the people of","was written by Malcolm X.","was called  the hippie's creed.","was the manifesto of the Students for a Democratic Society.","all of these choices are correct.","gay Americans.","was the manifesto of the Students for a Democratic Society."
723,"The National Organization for Women was created?:","as a civil rights organization for women, working against sex discrimination in employment.","to elect women on the state, local, and national levels to political office.","to promote women for top corporate executive positions.","none of these choices are correct.","gay Americans.","as a civil rights organization for women, working against sex discrimination in employment."
724,"Which statement concerning African-Americans' movement for civil rights in the 1960s is accurate?:","its leaders failed to use the U. S. Congress as a means of achieving its goals.","white support and participation was rejected from the very beginning of the movement.","the movement failed to achieve significant progress.","it stimulated the growth of other reform movements.","gay Americans.","it stimulated the growth of other reform movements."
725,"The Commission on Civil Disorders issued a report in 1968 that recommended?:","increased law enforcement in the ghettos.","federal legislation to protect urban dwellers.","more coercive measures to halt violence.","massive spending to improve conditions in the ghettos.","gay Americans.","massive spending to improve conditions in the ghettos."
726,"In  Miranda v. Arizona , the Supreme Court declared that?:","police had to advise a suspect of his or her constitutional right to remain silent.","state laws prohibiting marriage between persons of different races were unconstitutional.","the federal courts possessed jurisdiction over state apportionment systems to ensure that the votes of all citizens carry equal weight.","states could not establish racially segregated schools even if the schools were supposed to have equal facilities.","gay Americans.","police had to advise a suspect of his or her constitutional right to remain silent."
727,"The counter-culture of the 1960s promoted all of the following EXCEPT?:","tolerant attitudes regarding sexual morality.","desires for greater self-fulfillment.","a new emphasis on religion.","the questioning of government and other authority.","gay Americans.","a new emphasis on religion."
728,"By 1964 what had become the major thrust of young African-American activists?:","mass lobbying for the legal prohibition of discrimination in public accommodations and facilities.","voter registration drives in southern states.","encouragement of economic opportunity for African-Americans by making Small Business Administration loans available for minority-owned companies.","encouragement of the development of a separate and distinct sense of African culture and heritage among African-Americans.","gay Americans.","voter registration drives in southern states."
729,"The essential element of the policy of containment was?:","a commitment to rolling back communism.","a rejection of involvement in affairs outside the Western Hemisphere.","a commitment to holding communism within the Soviet Union and Eastern Europe.","a commitment to working with the Soviet Union.","a commitment to fight a defensive war against the Japanese while taking the offensive against Germany.","a commitment to holding communism within the Soviet Union and Eastern Europe."
730,"Truman's response to the Berlin Blockade was to?:","abandon the Western-occupied portions of Berlin.","give up plans for uniting the three Western zones of Germany.","use military force to break the blockade of land routes into Berlin.","airlift all necessary supplies into Berlin for almost a year.","a commitment to fight a defensive war against the Japanese while taking the offensive against Germany.","airlift all necessary supplies into Berlin for almost a year."
731,"The main economic problem faced by President Truman in his first term was?:","falling prices.","a dwindling money supply.","tight credit.","deflation.","inflation.","inflation."
732,"The Marshall Plan could be be understood as part of an American desire to?:","make communism less appealing to Europeans creating economic prosperity.","assemble a military alliance against the Soviet Union.","maintain Western Europe in a state of permanent economic dependence on the United States.","permanently eliminate the possibility of a threat from an industrialized Germany.","end the nation's postwar depression by creating viable economic competitors in Europe.","make communism less appealing to Europeans creating economic prosperity."
733,"President Truman contributed to the anti-Communist fear after the Second World War by?:","recommending that  pro-Communist  books be removed from the nation's libraries and bookstores.","ordering investigations into the loyalty of federal employees.","claiming that all liberal Democrats were Communist sympathizers.","releasing classified information revealing an international Communist conspiracy.","end the nation's postwar depression by creating viable economic competitors in Europe.","ordering investigations into the loyalty of federal employees."
734,"Harry Truman aided the cause of civil rights by?:","denouncing Southern support in the 1948 presidential election.","desegregating the armed forces.","integrating the public schools.","ordering non-discrimination in a all defense contracts.","integrating restaurants, movie theaters, and interstate travel.","desegregating the armed forces."
735,"The United Nations was able to provide military assistance to South Korea in 1950 because?:","the USSR opposed the North Korean invasion of the South.","the United States outvoted the Soviet Union.","the USSR boycotted the session of the Security Council at which the decision was made.","the General Assembly approved the decision.","other nations in Southeast Asia pledged their support.","the USSR boycotted the session of the Security Council at which the decision was made."
736,"The removal of General Douglas MacArthur from command of the United States-United Nations forces during the Korean War","separation of powers.","federal supremacy.","freedom of speech.","civilian control of the military.","impeachment for high crimes and misdemeanors.","civilian control of the military."
737,"Most of Truman's Fair Deal program?:","met defeat at the hands of a coalition of Republicans and Southern Democrats.","was defeated by filibuster tactics.","was passed by a combination of liberal Republicans and Northern Democrats.","was passed after long debate.","impeachment for high crimes and misdemeanors.","met defeat at the hands of a coalition of Republicans and Southern Democrats."
738,"The Taft-Harley Act of 1947 provided for all of the following EXCEPT?:","permitting employers to sue unions.","requiring a sixty-day cooling off period before strikes.","permitting union contributions to political campaigns.","requiring unions to make public financial statements.","requiring union leaders to take oaths that they were not Communist party members.","permitting union contributions to political campaigns."
739,"All of these statements about the 1948 presidential campaign are true EXCEPT?:","the Dixiecrats were a special group of Southern Democrats who would not support Truman.","Truman was a heavy favorite to defeat his Republican rival, Governor Thomas Dewey of New York.","Henry Wallace broke from the Democratic party and became a candidate on the Progressive party ticket.","not only did Truman win the election, but his party made gains in both houses of Congress and picked up most of the governorships.","the Democrats lost electoral votes from the states once known as the  Solid South.","Truman was a heavy favorite to defeat his Republican rival, Governor Thomas Dewey of New York."
740,"The legal basis for Truman's order for American air and naval forces to support South Korea was?:","an inherent power of the presidency.","a joint resolution of Congress.","the United Nations Charter.","the federal Constitution.","the United States treaty with the Republic of Korea.","the federal Constitution."
741,"In 1947, President Truman told Congress that  the United States could not realize its postwar objectives unless we","Greece and Turkey.","Berlin.","Hungary and Iran.","Korea.","China and Japan.","Greece and Turkey."
742,"The  G. I. Bill of Rights  refers to?:","an amendment to the Constitution adopted shortly after the end of World War II.","rights of veterans affirmed by the Supreme Court in a series of post-war decisions.","legislation passed by Congress pertaining to education, unemployment compensation, loans for home building, and provisions for medical care of veterans.","guarantees for employment of veterans in federal government departments and agencies.","China and Japan.","legislation passed by Congress pertaining to education, unemployment compensation, loans for home building, and provisions for medical care of veterans."
743,"The Truman administration's decision to oppose the invasion of South Korea by North Korea in June, 1950 was made?:","after the United States Senate declared war on North Korea.","at the insistence of General Douglas MacArthur.","because the United Nations refused to act.","without congressional approval.","because of pressure from Republican conservatives such as Robert Taft.","without congressional approval."
744,"While there was a large gap between what Harry Truman said about civil rights and what he was able to do, his greatest","integrating the civil service.","creating a national anti-lynching law.","using the prestige and visibility of his office to educate the public and set a moral agenda for future civil rights progress.","creating a national anti-poll tax law.","because of pressure from Republican conservatives such as Robert Taft.","using the prestige and visibility of his office to educate the public and set a moral agenda for future civil rights progress."
745,"The House Un-American Activities Committee was?:","responsible for a series of highly publicized hearings designed to expose communist influence in American life.","the name that Senator Joseph McCarthy gave to the House Armed Services Committee.","declared by the Supreme Court to be in violation of basic civil liberties and therefore unconstitutional.","shut down by President Truman as a signal to the nation that the crusade against communist subversion would be directed from the White House.","because of pressure from Republican conservatives such as Robert Taft.","responsible for a series of highly publicized hearings designed to expose communist influence in American life."
746,"During the struggle in China between nationalists and communists after World War II, the United States?:","continued to support Chiang Kai-shek with money and weapons even when it became clear his cause was lost.","supported the communist leader Mao Zedong hoping that a communist China friendly to the United States would help stop Soviet aggression.","supported Ho Chi Minh, a compromise leader.","intervened militarily to put an end to the struggle.","because of pressure from Republican conservatives such as Robert Taft.","continued to support Chiang Kai-shek with money and weapons even when it became clear his cause was lost."
747,"At the beginning of the Cold War, U. S. policy toward the Soviet Union tended to follow the ideas of George F. Kennan, that","an isolationist policy that took no notice of Soviet expansionism.","an aggressive policy of rolling back the gains already made by the Soviet Union.","active aid to nationalist movements attempting to throw off Soviet domination.","strict enforcement of the Monroe Doctrine with regard to Soviet expansionism in the Western Hemisphere.","a policy of containment of Soviet expansionist tendencies.","a policy of containment of Soviet expansionist tendencies."
748,"Under President Truman, the Department of Justice?:","argued that the Supreme Court did not have the authority to end segregation.","persuaded Congress to pass legislation prohibiting racial bias in home sales and rentals.","vigorously prosecuted cases arising under the new anti-lynching legislation.","intervened in Supreme Court cases on behalf of organizations seeking to end segregation.","a policy of containment of Soviet expansionist tendencies.","intervened in Supreme Court cases on behalf of organizations seeking to end segregation."
749,"Which of the following did NOT contribute to the end of the open range cattle industry?:","droughts.","farming.","railroads.","barbed wire.","sheep herding.","railroads."
750,"The United States' policy toward the Native American changed dramatically with the passage in 1887 of the Dawes Act, which?:","wiped out tribal ownership of property and granted 160 acres to heads of families.","treated the tribes as independent nations.","established new and larger reservations for all tribes.","granted full citizenship to all tribal members.","forbade selling alcohol or guns on reservations.","wiped out tribal ownership of property and granted 160 acres to heads of families."
751,"The historian Frederick Jackson Turner argued that the frontier shaped America by?:","killing off many of the most adventurous individuals.","stimulating individualism, nationalism, and democracy.","producing institutions very much like those of Europe.","creating new opportunities for women.","forbade selling alcohol or guns on reservations.","stimulating individualism, nationalism, and democracy."
752,"During the late 1800s, farmers supported free and unlimited coinage of silver mainly because they believed that it would","the establishment of government farm price supports.","higher prices for farm products.","the lowering of rates charged by railroads.","lower prices for consumer goods.","forbade selling alcohol or guns on reservations.","higher prices for farm products."
753,"The United States government's outlawing of the Indian Sun (Ghost) Dance in 1890 resulted in the?:","Battle of Little Big Horn.","Battle of Potowanamie Creek.","Dawes Severality Act.","Massacre at Sand Creek.","Battle of Wounded Knee.","Battle of Wounded Knee."
754,"According to the new view of the environment that was developing in the late 19c?:","humans tended to be disturbers of nature.","nature existed to be tamed and conquered.","natural resources were abundant and existed to be exploited.","natural wildlife management would help to stabilize the buffalo population.","Battle of Wounded Knee.","nature existed to be tamed and conquered."
755,"The two factors that did most to stimulate rapid western settlement were?:","the Homestead Act and the railroad.","removal of the buffalo and Native Americans from the plains.","the gold rushes and the rise of the great cattle kingdoms.","the removal of the Indians and the gold rushes.","Battle of Wounded Knee.","the Homestead Act and the railroad."
756,"The mining towns which developed between 1860 and 1890?:","were often abandoned after the mines closed.","were predominantly settled by men.","frequently suffered from lawlessness.","all of these choices are correct.","Battle of Wounded Knee.","all of these choices are correct."
757,"The rapid development of railroads in the United States was accomplished?:","in large measure through the investment of European banking firms.","exclusively through the support of large numbers of small investors.","with the help of some of the largest government subsidies ever granted.","almost totally through the investment of a handful of shrewd millionaires.","Battle of Wounded Knee.","with the help of some of the largest government subsidies ever granted."
758,"Open-range ranching came to an end due to?:","overproduction of beef and declining prices.","federal support for irrigated agriculture.","the range wars between cattlemen and sheepherders.","increase in cattle production in the Midwest and East.","fencing of the plains with barbed wire.","fencing of the plains with barbed wire."
759,"After the Civil War, the West favored the issue of greenbacks because?:","this would increase the market for silver.","the war had raised the prices of food outrageously.","the government was unable to raise funds by marketing bonds.","it wanted hard money backed by the gold standard.","inflation and cheap dollars would favor the farmers, who were in debt.","inflation and cheap dollars would favor the farmers, who were in debt."
760,"The Homestead Act provided?:","that Indians should henceforth own their lands as individuals rather than collectively as tribes.","160 acres of free land within the public domain to any head of household who would settle on it and improve it over a period of five years.","large amounts of federal government land to Great Plains cattle ranchers who would contract to provide beef for the Union army.","40 acres of land to each former slave above the age of 21.","that the land of former Confederates should not be confiscated.","160 acres of free land within the public domain to any head of household who would settle on it and improve it over a period of five years."
761,"The railroads influenced the cattle industry by?:","helping to make the  long drive  economically feasible.","transporting cattle to markets in the North and the East.","bringing in farmers who fenced the Plains, eventually ending the open-range form of cattle ranching.","all of these choices are correct.","that the land of former Confederates should not be confiscated.","all of these choices are correct."
762,"The federal government's Indian policy between 1876 and 1900 was characterized by?:","an attempt to compensate the Indians for past mistreatment.","a concern for the preservation of a tribal lifestyle among the Indians.","a movement to encourage the Indians to learn the ways of white society.","a program to protect and maintain the buffalo herds.","that the land of former Confederates should not be confiscated.","a movement to encourage the Indians to learn the ways of white society."
763,"The purpose of the Dawes Severalty Act of 1887 was to?:","weaken tribes, allot land to individual Indians, and promote assimilation.","geographically disperse the reservations so it would be more difficult for Indian warrior forces to unite.","increase tribal loyalty and reduce violence by allowing chiefs and tribal councils to act autonomously on the reservations.","restore economic viability to the nomadic way of Plains Indian life by revitalizing the bison herds.","that the land of former Confederates should not be confiscated.","weaken tribes, allot land to individual Indians, and promote assimilation."
764,"Six states were created from the western territories in 1889 and 1890. These states were not admitted before 1889 because?:","Democrats in Congress were reluctant to create states out of territories that were heavily Republican.","the lawlessness of many western towns discouraged Congress from admitting the territories as states.","polygamy, as practiced by the Mormons in the West, was unacceptable to Congress.","if large mining firms had been forced to pay state taxes, they would have to close down.","that the land of former Confederates should not be confiscated.","Democrats in Congress were reluctant to create states out of territories that were heavily Republican."
765,"The cattle boom on the Great Plains ended in part because?:","many ranchers preferred raising sheep.","too few people were willing to risk investment.","severe weather conditions and overgrazing wiped out many ranchers.","new breeds of cattle made ranching less profitable.","that the land of former Confederates should not be confiscated.","severe weather conditions and overgrazing wiped out many ranchers."
766,"The federal government aided settlement into the Great Plains region by all of the following means EXCEPT?:","offering settlers large areas of land at very small fees if they would live there for five years.","making it easy to establish western territorial governments.","giving cash bonuses to every settler who established residency in the new territories.","changing federal land law frequently to adjust to western circumstances.","that the land of former Confederates should not be confiscated.","giving cash bonuses to every settler who established residency in the new territories."
767,"Helen Hunt Jackson's book entitle  A Century of Dishonor  (1880) recounted?:","American imperialism and its effects on the middle class.","discriminatory practices employed by the United States government against African-Americans.","the atrocities of the Spanish-American War.","the long record of broken treaties and injustices against American Indians.","the abuses involving big business trusts in America.","the long record of broken treaties and injustices against American Indians."
768,"After the boom of the 1870s and early 1880s, agriculture in the West?:","went into a period of stable growth.","experienced a long period of economic decline.","enjoyed a further boom until the 1910s.","changed little for the next decade.","the abuses involving big business trusts in America.","experienced a long period of economic decline."
769,"American involvement in World War I brought about which of the following social and economic changes in the United States?:","extensive black migration to the North.","decline of trade unions.","a loosening of controls on freedom of speech.","reduction of the number of women in the workplace.","a strengthening of anti-trust laws.","extensive black migration to the North."
770,"Which of the following was most crucial in bringing about U. S. participation in World War I?:","British propaganda.","German use of submarines against merchant and passenger ships.","revelation of a German proposal to Mexico for a joint war against the United States.","German violation of Belgian neutrality.","German atrocities against French and Belgian civilians in the occupied areas of those countries.","German use of submarines against merchant and passenger ships."
771,"The Sedition Act of 1918 was most often used to punish?:","persons who criticized the war effort.","rich progressives who did not contribute money to the war effort.","groups organized by George Creel to drive Bolsheviks and Germans out of the cities.","members of the press from the Hearst and Pulitzer syndicates.","Egyptians, Iranians, and others emigrating from the Middle East to the United States.","persons who criticized the war effort."
772,"Germany's notorious Zimmermann telegram?:","promised a temporary halt to submarine warfare.","apologized for the sinking of the  Lusitania .","warned the United States not to send merchant ships to belligerent nations.","rejected U. S. efforts for a truce in the fighting.","proposed an alliance with Mexico if the United States declared war on Germany.","proposed an alliance with Mexico if the United States declared war on Germany."
773,"Woodrow Wilson failed to obtain ratification of the Versailles Treaty because?:","a majority of the senators opposed the Treaty and the League of Nations under any circumstances.","he made too many compromises with the Republican opposition.","he was unwilling to make any compromise with Senator Henry Cabot Lodge.","the Republican senators wanted a stronger League of Nations.","he was unwilling to publicly campaign for the Treaty.","he was unwilling to make any compromise with Senator Henry Cabot Lodge."
774,"The Red Scare of 1919 was influenced by all of the following EXCEPT?:","the October Russian Revolution.","labor strikes in several areas of the United States.","terrorist bombings.","the continuation of World War I.","formation of the American Communist Party.","the continuation of World War I."
775,"Evidence that labor played a key role during World War I may be supported by all of the following EXCEPT?:","the AFL, led by Samuel Gompers, actively supported the war effort.","despite labor cooperation, there were thousands of strikes (none of them major) during World War I.","women for the first time entered the labor force in large numbers during the war.","blacks came North in large numbers to fill the ranks of labor in mining, steel production, and transportation.","formation of the American Communist Party.","despite labor cooperation, there were thousands of strikes (none of them major) during World War I."
776,"As a result of their work supporting the war effort, women?:","finally received the right to vote.","in large numbers secured a permanent foothold in the work force.","were allowed to join the Air Force.","all of these choices are correct.","formation of the American Communist Party.","finally received the right to vote."
777,"In the first few years after World War I, relations between blacks and whites in America were generally characterized by?:","grudging acceptance due to common economic distress.","relative cordiality due to the gallant service of blacks in the war.","notable improvement due to new legal safeguards for blacks, which had been enacted during the Progressive Era.","extreme resentment, race riots, and numerous lynchings.","formation of the American Communist Party.","extreme resentment, race riots, and numerous lynchings."
778,"All were true of the impact of World War I on the federal government EXCEPT?:","centralized management along the lines of Roosevelt's Square Deal accelerated the creation of the modern bureaucratic state.","the national debt multiplied tenfold.","the Supreme Court struck down acts of Congress that curtailed American civil liberties.","government-sponsored propaganda promoted psychological and social conformity.","formation of the American Communist Party.","the Supreme Court struck down acts of Congress that curtailed American civil liberties."
779,"Which of the following statements is most consistent with the Supreme Court's ruling in  Schenck v. U. S. ?:","the government's seizure and operation of the railroad industry is a constitutional use of its wartime powers.","the government can restrict the First Amendment right to free speech in time of war.","the government's prohibition of the manufacture and sale of distilled liquor is a constitutional use of its wartime powers.","the government does have the power to compel young men to serve in the armed forces during time of war.","formation of the American Communist Party.","the government can restrict the First Amendment right to free speech in time of war."
780,"From the Red Scare of 1919 and 1920, it became clear that?:","large numbers of Soviet agents had infiltrated the federal government.","communism tended to gain influence in times of economic prosperity.","loyalty oaths helped to prevent espionage.","people's fears of disloyalty could lead to the erosion of civil liberties.","formation of the American Communist Party.","people's fears of disloyalty could lead to the erosion of civil liberties."
781,"Those who question whether U. S. policy from 1914-1916 was truly neutral point to?:","the sinking of unarmed ships by German submarines.","the president's prejudices on racial issues.","increased U. S. trade with Britain and France.","the reelection of President Woodrow Wilson.","Germany's secret diplomacy with Mexico.","increased U. S. trade with Britain and France."
782,"During World War I, thousands of blacks moved north because?:","the best-paying jobs were located in the industrialized North.","they would be better protected by northern anti-lynching laws.","northern cities had finally started to desegregate.","southerners finally allowed them to leave.","Germany's secret diplomacy with Mexico.","the best-paying jobs were located in the industrialized North."
783,"Which statement best describes the  Irreconcilables  during the debate over the Treaty of Versailles?:","they opposed the Treaty because it failed to adequately protect national minorities in eastern Europe.","they supported the Treaty if certain changes were made on the reparations issue.","they were opposed to American participation in the League of Nations on any terms.","they were willing to accept the Treaty if limitations were placed on U. S. participation in the League of Nations.","they accepted the Treaty as presented by Wilson but refused to make any changes.","they were opposed to American participation in the League of Nations on any terms."
784,"The Creel Commission during World War I represented the United States' first successful attempt at large-scale","armament manufacture.","food production.","shipbuilding.","railroad management.","propaganda.","propaganda."
785,"Such expressions as  liberty cabbage  and  liberty sausage,  as used during World War I, were an","food shortages.","American hostile reaction to things German.","American food relief to Belgium.","American patriotic fervor to increase the food supply by planting home  victory gardens.","propaganda.","American hostile reaction to things German."
786,"President Woodrow Wilson viewed America's entry into World War I as an opportunity for the United States to?:","reestablish the balance of power in European diplomacy.","expand America's territorial holdings.","rebuild its dangerously small military and naval forces.","shape a new international order based on the ideals of democracy.","propaganda.","shape a new international order based on the ideals of democracy."
787,"Under the Espionage and Sedition Acts of 1917-1918?:","criticism of government leaders or war policies was a crime.","there were 25 prosecutions and 10 convictions.","speaking and writing against Germany and Italy was a crime.","censorship was aimed more at  middle America  than at Socialists or other radicals.","propaganda.","criticism of government leaders or war policies was a crime."
