ID, question, Option 1, Option 2, Option 3, Option 4, Answer
1842,"One of the limitations of the survey method is","observer bias.","that it sets up an artificial situation.","that replies may not be accurate.","the self-fulfilling prophecy.","that replies may not be accurate."
1842,"One of the limitations of the survey method is","observer bias.","that it sets up an artificial situation.","that replies may not be accurate.","the self-fulfilling prophecy.","that replies may not be accurate."
1844,"I work at a university, and my research is designed to be of immediate use in the classroom. My research would be called","basic.","applied.","impractical.","ethical.","applied."
1844,"I work at a university, and my research is designed to be of immediate use in the classroom. My research would be called","basic.","applied.","impractical.","ethical.","applied."
1846,"In terms of critical thinking and testing, results should","be incredible.","be repeatable.","be subjective.","be meta-analytical.","be meta-analytical."
1846,"In terms of critical thinking and testing, results should","be incredible.","be repeatable.","be subjective.","be meta-analytical.","be meta-analytical."
1848,"A variable, such as the personality of a subject, that might affect the outcome of an experiment would be controlled by","random assignment of subjects.","assuming the effects of the variable are negligible.","manipulating the dependent variables simultaneously.","repeating the experiment several times until the results are consistent.","random assignment of subjects."
1848,"A variable, such as the personality of a subject, that might affect the outcome of an experiment would be controlled by","random assignment of subjects.","assuming the effects of the variable are negligible.","manipulating the dependent variables simultaneously.","repeating the experiment several times until the results are consistent.","random assignment of subjects."
1850,"In my experiment, I am going to investigate how sleep affects anxiety. The number of hours of sleep the subjects have is called the __________ variable.","control","experiential","dependent","independent","independent"
1850,"In my experiment, I am going to investigate how sleep affects anxiety. The number of hours of sleep the subjects have is called the __________ variable.","control","experiential","dependent","independent","independent"
1852,"With respect to astrology, palmistry, and phrenology, it can be said that","all are pseudo-psychology's.","none is subject to the P. T. Barnum effect.","they rarely appear to &quot;work&quot; due to the fallacy of positive instances.","astrology is the only system with a scientific basis.","all are pseudo-psychology's."
1852,"With respect to astrology, palmistry, and phrenology, it can be said that","all are pseudo-psychology's.","none is subject to the P. T. Barnum effect.","they rarely appear to &quot;work&quot; due to the fallacy of positive instances.","astrology is the only system with a scientific basis.","all are pseudo-psychology's."
1854,"A major problem with the survey method is","identifying the group to be questioned.","obtaining a representative sample of subjects to be questioned.","obtaining enough information in a short amount of time.","that it cannot reveal very much about significant psychological events in the lives of the people tested.","obtaining a representative sample of subjects to be questioned."
1854,"A major problem with the survey method is","identifying the group to be questioned.","obtaining a representative sample of subjects to be questioned.","obtaining enough information in a short amount of time.","that it cannot reveal very much about significant psychological events in the lives of the people tested.","obtaining a representative sample of subjects to be questioned."
1856,"An observation that the higher the air temperature, the lower the activity of test animals would be an example of a","negative correlation.","positive correlation.","causal relationship.","zero correlation.","negative correlation."
1856,"An observation that the higher the air temperature, the lower the activity of test animals would be an example of a","negative correlation.","positive correlation.","causal relationship.","zero correlation.","negative correlation."
1858,"To assess clients' abilities, a phrenologist would want to","read their handwriting.","examine their skulls.","study their palms.","record their EEGs.","examine their skulls."
1858,"To assess clients' abilities, a phrenologist would want to","read their handwriting.","examine their skulls.","study their palms.","record their EEGs.","examine their skulls."
1860,"To replicate an experiment means to","use control groups and experimental groups.","use statistics to determine the effect of chance.","control for the effects of extraneous variables.","repeat the experiment using either identical or improved research methods.","repeat the experiment using either identical or improved research methods."
1860,"To replicate an experiment means to","use control groups and experimental groups.","use statistics to determine the effect of chance.","control for the effects of extraneous variables.","repeat the experiment using either identical or improved research methods.","repeat the experiment using either identical or improved research methods."
1862,"The conditions that a researcher wishes to prevent from affecting the experiment are called","constants.","dependent variables.","extraneous variables.","independent variables.","extraneous variables."
1862,"The conditions that a researcher wishes to prevent from affecting the experiment are called","constants.","dependent variables.","extraneous variables.","independent variables.","extraneous variables."
1864,"One of the characteristics of the scientific method is","repeatable results.","top-secret information.","analysis measurement.","emotive reasoning.","repeatable results."
1864,"One of the characteristics of the scientific method is","repeatable results.","top-secret information.","analysis measurement.","emotive reasoning.","repeatable results."
1866,"In the simplest experiment, the two groups of subjects are treated exactly alike except for the __________ variable.","independent","dependent","extraneous","control","independent"
1866,"In the simplest experiment, the two groups of subjects are treated exactly alike except for the __________ variable.","independent","dependent","extraneous","control","independent"
1868,"The steps involved in the scientific method include?","axioms","common sense","experimentation","hypothetical theory formulation","experimentation"
1868,"The steps involved in the scientific method include?","axioms","common sense","experimentation","hypothetical theory formulation","experimentation"
1870,"__________ is an inherent part of the scientific method.","observation","common sense","reinforcement","analysis","observation"
1870,"__________ is an inherent part of the scientific method.","observation","common sense","reinforcement","analysis","observation"
1872,"The story of Clever Hans, the mathematical horse, illustrates the use of controlled observation to test a series of","hypotheses.","theories.","axioms.","learning strategies.","hypotheses."
1872,"The story of Clever Hans, the mathematical horse, illustrates the use of controlled observation to test a series of","hypotheses.","theories.","axioms.","learning strategies.","hypotheses."
1874,"When subjects in an experiment are chosen so that each has an equal chance of being in either the experimental group or the control group, we say that the subjects have been assigned","alternately.","hypothetically.","randomly.","consecutively.","randomly."
1874,"When subjects in an experiment are chosen so that each has an equal chance of being in either the experimental group or the control group, we say that the subjects have been assigned","alternately.","hypothetically.","randomly.","consecutively.","randomly."
1876,"The survey method involves","an in-depth study of the opinions and attitudes of a selected individual.","an overview of the attitudes and backgrounds of selected groups.","direct observation and recording of a representative sample of behavior.","careful questioning of a representative sample of people.","careful questioning of a representative sample of people."
1876,"The survey method involves","an in-depth study of the opinions and attitudes of a selected individual.","an overview of the attitudes and backgrounds of selected groups.","direct observation and recording of a representative sample of behavior.","careful questioning of a representative sample of people.","careful questioning of a representative sample of people."
1878,"The following type of method can be used in order to create a real world laboratory.","correlational coefficients","field experiment","case study","random assignment","field experiment"
1878,"The following type of method can be used in order to create a real world laboratory.","correlational coefficients","field experiment","case study","random assignment","field experiment"
1880,"To be confident that a cause-and-effect relationship exists, it is necessary to","engage in naturalistic observation.","develop a positive correlation.","perform a controlled experiment.","test for a negative correlation.","perform a controlled experiment."
1880,"To be confident that a cause-and-effect relationship exists, it is necessary to","engage in naturalistic observation.","develop a positive correlation.","perform a controlled experiment.","test for a negative correlation.","perform a controlled experiment."
1882,"An experiment is performed to test the effects of sleep deprivation on rote memory. In this experiment, the dependent variable is the","number of hours subjects go without sleep.","rote memory scores.","number of subjects deprived of sleep in the experimental group.","correlation between hours of sleep and fatigue.","rote memory scores."
1882,"An experiment is performed to test the effects of sleep deprivation on rote memory. In this experiment, the dependent variable is the","number of hours subjects go without sleep.","rote memory scores.","number of subjects deprived of sleep in the experimental group.","correlation between hours of sleep and fatigue.","rote memory scores."
1884,"The fortune teller who studies your palm carefully before announcing that &quot;great fortune lies in your immediate future&quot; is practicing __________ psychology.","applied","commonsense","pseudo-","forensic","pseudo-"
1884,"The fortune teller who studies your palm carefully before announcing that &quot;great fortune lies in your immediate future&quot; is practicing __________ psychology.","applied","commonsense","pseudo-","forensic","pseudo-"
1886,"Research on the benefit of aspirin to prevent heart attacks used only male subjects in the sample. Both men and women are given this advice. The problem with this recommendation reflects","gender bias.","courtesy bias.","cultural bias.","age bias.","gender bias."
1886,"Research on the benefit of aspirin to prevent heart attacks used only male subjects in the sample. Both men and women are given this advice. The problem with this recommendation reflects","gender bias.","courtesy bias.","cultural bias.","age bias.","gender bias."
1888,"To estimate the degree of the relationship between birth order and achievement motivation, a researcher would do a(n) __________ study.","naturalistic","inventory","correlational","experimental","correlational"
1888,"To estimate the degree of the relationship between birth order and achievement motivation, a researcher would do a(n) __________ study.","naturalistic","inventory","correlational","experimental","correlational"
1890,"In the method of naturalistic observation, psychologists","haphazardly encounter behavior as it naturally occurs.","set up controlled experiments by which they uncover causal elements in behavior.","set out to actively observe subjects in their natural environments.","interview subjects at different ages.","set out to actively observe subjects in their natural environments."
1890,"In the method of naturalistic observation, psychologists","haphazardly encounter behavior as it naturally occurs.","set up controlled experiments by which they uncover causal elements in behavior.","set out to actively observe subjects in their natural environments.","interview subjects at different ages.","set out to actively observe subjects in their natural environments."
1892,"Two variables may be said to be causally related if","they show a strong positive correlation.","all extraneous variables are controlled, and the independent variable creates consistent differences in behavior of the experimental group.","they are observed to co-vary on many separate occasions.","they have been observed in a laboratory setting.","all extraneous variables are controlled, and the independent variable creates consistent differences in behavior of the experimental group."
1892,"Two variables may be said to be causally related if","they show a strong positive correlation.","all extraneous variables are controlled, and the independent variable creates consistent differences in behavior of the experimental group.","they are observed to co-vary on many separate occasions.","they have been observed in a laboratory setting.","all extraneous variables are controlled, and the independent variable creates consistent differences in behavior of the experimental group."
1894,"The problems of observers seeing only what they expect to see is called","observer bias.","the experimenter effect.","the effects of the observer.","the halo effect.","observer bias."
1894,"The problems of observers seeing only what they expect to see is called","observer bias.","the experimenter effect.","the effects of the observer.","the halo effect.","observer bias."
1896,"Giving placebos in drug experiments is necessary to","counteract the random assignment of subjects.","counteract the side effects of the drug.","control for the effects of suggestion and expectation.","keep control subjects from knowing they have been given the drug.","control for the effects of suggestion and expectation."
1896,"Giving placebos in drug experiments is necessary to","counteract the random assignment of subjects.","counteract the side effects of the drug.","control for the effects of suggestion and expectation.","keep control subjects from knowing they have been given the drug.","control for the effects of suggestion and expectation."
1898,"Which of the following could serve as an experimental hypothesis?","Although 25% of U.S. drivers say that they use the seatbelts in their cars, only 14% really do.","A case history of multiple personality appeared to be caused by traumatic childhood experiences.","College women who are anxious tend to want to be together.","As the temperature increases, the number of hit batters in baseball increases.","College women who are anxious tend to want to be together."
1898,"Which of the following could serve as an experimental hypothesis?","Although 25% of U.S. drivers say that they use the seatbelts in their cars, only 14% really do.","A case history of multiple personality appeared to be caused by traumatic childhood experiences.","College women who are anxious tend to want to be together.","As the temperature increases, the number of hit batters in baseball increases.","College women who are anxious tend to want to be together."
1900,"Theories explain results, predict future outcomes, and","rely only on naturalistic observations.","guide research for future studies.","rely only on surveys.","rely only on case studies.","guide research for future studies."
1900,"Theories explain results, predict future outcomes, and","rely only on naturalistic observations.","guide research for future studies.","rely only on surveys.","rely only on case studies.","guide research for future studies."
1902,"Which of the following coefficients of correlation indicates the weakest relationship between two sets of variables?","-0.29","-1.00","A correlation coefficient of -1.09 indicates a(n)","strong positive correlation.","-0.29"
1902,"Which of the following coefficients of correlation indicates the weakest relationship between two sets of variables?","-0.29","-1.00","A correlation coefficient of -1.09 indicates a(n)","strong positive correlation.","-0.29"
1904,"b.","strong negative correlation.","cause/effect relationship.","error in computation.","A representative sample is an essential element of the","A representative sample is an essential element of the"
1904,"b.","strong negative correlation.","cause/effect relationship.","error in computation.","A representative sample is an essential element of the","A representative sample is an essential element of the"
1906,"a.","survey method.","psychoanalytic method.","natural experiment or case study.","clinical method.","survey method."
1906,"a.","survey method.","psychoanalytic method.","natural experiment or case study.","clinical method.","survey method."
1908,"The effects of brain injury on personality would usually be investigated by the use of the","experimental method.","case study method.","naturalistic observation method.","survey method.","case study method."
1908,"The effects of brain injury on personality would usually be investigated by the use of the","experimental method.","case study method.","naturalistic observation method.","survey method.","case study method."
1910,"One of the limitations of the case study is that","there are few subjects for which it is applicable.","there are no control groups.","it is not applicable to the study of bizarre behavior.","it requires a large and expensive sample size.","there are no control groups."
1910,"One of the limitations of the case study is that","there are few subjects for which it is applicable.","there are no control groups.","it is not applicable to the study of bizarre behavior.","it requires a large and expensive sample size.","there are no control groups."
1912,"A scientist wants to find out if there is empirical evidence for a relationship between caffeine and aggressive behavior. She would","interview people to get their opinions.","correlate newspaper accounts and the types of beverages consumed.","test the idea by conducting an experiment.","research what other experts had thought.","test the idea by conducting an experiment."
1912,"A scientist wants to find out if there is empirical evidence for a relationship between caffeine and aggressive behavior. She would","interview people to get their opinions.","correlate newspaper accounts and the types of beverages consumed.","test the idea by conducting an experiment.","research what other experts had thought.","test the idea by conducting an experiment."
1914,"The essence of the experimental method is","accurate calculation of correlation's.","obtaining direct reports from subjects about their subjective experiences.","careful measurement and record keeping.","using control to identify cause-and-effect connections.","using control to identify cause-and-effect connections."
1914,"The essence of the experimental method is","accurate calculation of correlation's.","obtaining direct reports from subjects about their subjective experiences.","careful measurement and record keeping.","using control to identify cause-and-effect connections.","using control to identify cause-and-effect connections."
1916,"If you're trying to establish a causal relationship between a reinforcer and increased performance, you should use a(n) __________ method.","clinical study","experimental","survey","correlational","experimental"
1916,"If you're trying to establish a causal relationship between a reinforcer and increased performance, you should use a(n) __________ method.","clinical study","experimental","survey","correlational","experimental"
1918,"In a weight-reduction experiment, an overweight individual was given what the researcher called a new type of diet pill that would help curb the desire to eat. In fact, the pill really contained powdered milk, but ever since the individual started taking the diet pill, he has reported that his desire to eat has decreased. This illustrates the","curvilinear relationship.","effect of extraneous variables.","natural experiment.","placebo effect.","placebo effect."
1918,"In a weight-reduction experiment, an overweight individual was given what the researcher called a new type of diet pill that would help curb the desire to eat. In fact, the pill really contained powdered milk, but ever since the individual started taking the diet pill, he has reported that his desire to eat has decreased. This illustrates the","curvilinear relationship.","effect of extraneous variables.","natural experiment.","placebo effect.","placebo effect."
1920,"An educated guess about what is controlling some behavior is called","experimental control.","a hypothesis.","an experimental variable.","a theory.","a hypothesis."
1920,"An educated guess about what is controlling some behavior is called","experimental control.","a hypothesis.","an experimental variable.","a theory.","a hypothesis."
1922,"A correlation coefficient is best characterized as a(n)","measure of the extent of the relationship between two variables.","index of the causal direction between an independent and dependent variable.","indication of the likelihood that an experimental finding will be replicated by others.","measure of the likelihood that observed differences may be attributed to chance.","measure of the extent of the relationship between two variables."
1922,"A correlation coefficient is best characterized as a(n)","measure of the extent of the relationship between two variables.","index of the causal direction between an independent and dependent variable.","indication of the likelihood that an experimental finding will be replicated by others.","measure of the likelihood that observed differences may be attributed to chance.","measure of the extent of the relationship between two variables."
1924,"In order to determine the cause of behavior, the questions we ask must be","tentative.","testable.","based on theory.","novel.","testable."
1924,"In order to determine the cause of behavior, the questions we ask must be","tentative.","testable.","based on theory.","novel.","testable."
1926,"A common sense approach to psychology is","the most reliable.","often contradicted by empirical evidence.","the basis for most psychological theories.","the basis for collecting data (observed facts).","often contradicted by empirical evidence."
1926,"A common sense approach to psychology is","the most reliable.","often contradicted by empirical evidence.","the basis for most psychological theories.","the basis for collecting data (observed facts).","often contradicted by empirical evidence."
1928,"Responding to a substance like a sugar pill as if it were a drug is called","the placebo effect.","an extraneous factor.","variability.","psychosomatic illness.","the placebo effect."
1928,"Responding to a substance like a sugar pill as if it were a drug is called","the placebo effect.","an extraneous factor.","variability.","psychosomatic illness.","the placebo effect."
1930,"The control group and the experimental group in an experiment are treated exactly the same except for the","dependent variable.","independent variable.","extraneous variables.","replication variables.","independent variable."
1930,"The control group and the experimental group in an experiment are treated exactly the same except for the","dependent variable.","independent variable.","extraneous variables.","replication variables.","independent variable."
1932,"A field experiment is one that","uses the &quot;real world&quot; as a laboratory.","tests a field or &quot;range&quot; of independent variables.","differs little from naturalistic observation.","requires no measurement of dependent variables.","uses the &quot;real world&quot; as a laboratory."
1932,"A field experiment is one that","uses the &quot;real world&quot; as a laboratory.","tests a field or &quot;range&quot; of independent variables.","differs little from naturalistic observation.","requires no measurement of dependent variables.","uses the &quot;real world&quot; as a laboratory."
1934,"Characteristics of the scientific method include","anecdotal definition.","controlled observation.","analysis formulation.","adherence to inductive thinking or common sense reasoning.","controlled observation."
1934,"Characteristics of the scientific method include","anecdotal definition.","controlled observation.","analysis formulation.","adherence to inductive thinking or common sense reasoning.","controlled observation."
1936,"A correlational study is one that determines","the relationship between the independent and the dependent variable.","the effects of the observer on the observed.","cause-effect relationships.","the relationship between two events.","the relationship between two events."
1936,"A correlational study is one that determines","the relationship between the independent and the dependent variable.","the effects of the observer on the observed.","cause-effect relationships.","the relationship between two events.","the relationship between two events."
1938,"&quot;I am primarily interested in thinking processes; I am a __________ psychologist.&quot;","cognitive","learning","perception","personality","cognitive"
1938,"&quot;I am primarily interested in thinking processes; I am a __________ psychologist.&quot;","cognitive","learning","perception","personality","cognitive"
1940,"Like Carl Rogers, I believe people choose to live more creative and meaningful lives. My name is","Wertheimer.","Washburn.","Skinner.","Maslow.","Maslow."
1940,"Like Carl Rogers, I believe people choose to live more creative and meaningful lives. My name is","Wertheimer.","Washburn.","Skinner.","Maslow.","Maslow."
1942,"Comparative psychologists are primarily interested in","stimulus-response connections.","animal behavior.","the comparison of functional and behavioral psychology.","the comparison of different types of psychotherapy.","animal behavior."
1942,"Comparative psychologists are primarily interested in","stimulus-response connections.","animal behavior.","the comparison of functional and behavioral psychology.","the comparison of different types of psychotherapy.","animal behavior."
1944,"Of the following, who is associated with the Gestalt school of psychology?","Ivan Pavlov","Max Wertheimer","John Watson","Of the following, who is a humanistic psychologist?","John Watson"
1944,"Of the following, who is associated with the Gestalt school of psychology?","Ivan Pavlov","Max Wertheimer","John Watson","Of the following, who is a humanistic psychologist?","John Watson"
1946,"a.","Sigmund Freud","Abraham Maslow","John Watson","Which of the following represents an empirical statement?","Abraham Maslow"
1946,"a.","Sigmund Freud","Abraham Maslow","John Watson","Which of the following represents an empirical statement?","Abraham Maslow"
1948,"a.","Government experts agree that a future downturn in the economy is likely.","The temperature today is higher than it was a year ago today.","IQ is defined as mental age, divided by age in years, times 100.","Grandmothers know best.","IQ is defined as mental age, divided by age in years, times 100."
1948,"a.","Government experts agree that a future downturn in the economy is likely.","The temperature today is higher than it was a year ago today.","IQ is defined as mental age, divided by age in years, times 100.","Grandmothers know best.","IQ is defined as mental age, divided by age in years, times 100."
1950,"A psychologist performs the following experiment: she gives subjects photographs of female faces and asks them to rate the attractiveness of each face. However, some of the subjects have just had to take a very difficult math test, while others have taken a very easy math test. The psychologist would probably be a __________ psychologist.","industrial","comparative","developmental","social","social"
1950,"A psychologist performs the following experiment: she gives subjects photographs of female faces and asks them to rate the attractiveness of each face. However, some of the subjects have just had to take a very difficult math test, while others have taken a very easy math test. The psychologist would probably be a __________ psychologist.","industrial","comparative","developmental","social","social"
1952,"According to John Watson, introspection was","a valid method of research.","unscientific.","the cornerstone of behaviorism.","the study of the mind in use.","unscientific."
1952,"According to John Watson, introspection was","a valid method of research.","unscientific.","the cornerstone of behaviorism.","the study of the mind in use.","unscientific."
1954,"One of the reasons to study psychology is","to understand the human mind and how it works.","to learn how to manipulate others.","to completely understand and predict human behavior.","to have the answers to all of life's questions.","to understand the human mind and how it works."
1954,"One of the reasons to study psychology is","to understand the human mind and how it works.","to learn how to manipulate others.","to completely understand and predict human behavior.","to have the answers to all of life's questions.","to understand the human mind and how it works."
1956,"A psychologist who studies family dynamics and their effects on behavior of individuals in different regions would probably be a __________ psychologist.","learning","cultural","developmental","cognitive","cultural"
1956,"A psychologist who studies family dynamics and their effects on behavior of individuals in different regions would probably be a __________ psychologist.","learning","cultural","developmental","cognitive","cultural"
1958,"Which of the following psychological theories is known as the one that emphasizes &quot;free will&quot;?","psychodynamic psychology","behaviorism","humanistic psychology","neo-Freudian psychology","humanistic psychology"
1958,"Which of the following psychological theories is known as the one that emphasizes &quot;free will&quot;?","psychodynamic psychology","behaviorism","humanistic psychology","neo-Freudian psychology","humanistic psychology"
1960,"The study of similarities and differences in the behavior of different species is called","biology.","comparative psychology.","environmental psychology.","differential psychology.","comparative psychology."
1960,"The study of similarities and differences in the behavior of different species is called","biology.","comparative psychology.","environmental psychology.","differential psychology.","comparative psychology."
1962,"Which of the following is the best example of covert behavior?","blinking in response to a light","imitating a friend's gesture","remembering a pleasant experience","rapid eye movements while sleeping","remembering a pleasant experience"
1962,"Which of the following is the best example of covert behavior?","blinking in response to a light","imitating a friend's gesture","remembering a pleasant experience","rapid eye movements while sleeping","remembering a pleasant experience"
1964,"Which of the following behaviors can best be described as overt behavior?","watching a TV game show","thinking about the answer to a contestant's question","being sad that the contestant answered incorrectly","wondering if there are any frozen waffles left in the freezer","watching a TV game show"
1964,"Which of the following behaviors can best be described as overt behavior?","watching a TV game show","thinking about the answer to a contestant's question","being sad that the contestant answered incorrectly","wondering if there are any frozen waffles left in the freezer","watching a TV game show"
1966,"Which of the following statements concerning psychodynamic psychology is true?","Freud's theories were very involved and extensive, but they ended up contributing very little to our understanding of human behavior.","Freud's theories remain influential today and are largely unchanged from their first conceptualizations.","Almost immediately, many of Freud's students broke away from his theories in order to modify and change them.","Psychodynamic psychology focuses on observable behaviors.","Almost immediately, many of Freud's students broke away from his theories in order to modify and change them."
1966,"Which of the following statements concerning psychodynamic psychology is true?","Freud's theories were very involved and extensive, but they ended up contributing very little to our understanding of human behavior.","Freud's theories remain influential today and are largely unchanged from their first conceptualizations.","Almost immediately, many of Freud's students broke away from his theories in order to modify and change them.","Psychodynamic psychology focuses on observable behaviors.","Almost immediately, many of Freud's students broke away from his theories in order to modify and change them."
1968,"Brain mechanisms involved in hunger and thirst would most likely be studied by a","personality theorist.","sensory psychologist.","learning theorist.","biopsychologist.","biopsychologist."
1968,"Brain mechanisms involved in hunger and thirst would most likely be studied by a","personality theorist.","sensory psychologist.","learning theorist.","biopsychologist.","biopsychologist."
1970,"&quot;The whole is greater than the sum of its parts&quot; is represented by which of the following?","the Gestalt psychologists.","the behaviorists.","the structuralists.","the functionalists.","the Gestalt psychologists."
1970,"&quot;The whole is greater than the sum of its parts&quot; is represented by which of the following?","the Gestalt psychologists.","the behaviorists.","the structuralists.","the functionalists.","the Gestalt psychologists."
1972,"The goals of psychology are to","develop effective methods of psychotherapy.","describe, predict, understand, and control behavior.","explain the functioning of the human mind.","compare, analyze, and control human behavior.","describe, predict, understand, and control behavior."
1972,"The goals of psychology are to","develop effective methods of psychotherapy.","describe, predict, understand, and control behavior.","explain the functioning of the human mind.","compare, analyze, and control human behavior.","describe, predict, understand, and control behavior."
1974,"Freud believed that all thoughts and actions are determined by","the first year of life.","forces in the personality that are often unconscious.","needs for love and self-esteem.","the drive for self-actualization.","forces in the personality that are often unconscious."
1974,"Freud believed that all thoughts and actions are determined by","the first year of life.","forces in the personality that are often unconscious.","needs for love and self-esteem.","the drive for self-actualization.","forces in the personality that are often unconscious."
1976,"The largest area of specialization among psychologists is","industrial and organizational.","experimental, physiological, and comparative.","social and personality.","clinical and counseling.","clinical and counseling."
1976,"The largest area of specialization among psychologists is","industrial and organizational.","experimental, physiological, and comparative.","social and personality.","clinical and counseling.","clinical and counseling."
1978,"The term cognition refers to","predicting the future.","analysis and synthesis.","thinking or knowing.","introspection.","thinking or knowing."
1978,"The term cognition refers to","predicting the future.","analysis and synthesis.","thinking or knowing.","introspection.","thinking or knowing."
1980,"Barbara is applying conditioning principles to teach language skills to retarded children. As a psychologist, her point of view appears to be","Freudian.","Gestalt.","functionalist.","behaviorist.","behaviorist."
1980,"Barbara is applying conditioning principles to teach language skills to retarded children. As a psychologist, her point of view appears to be","Freudian.","Gestalt.","functionalist.","behaviorist.","behaviorist."
1982,"Strict behaviorists were criticized for overlooking the role that __________ plays in our lives.","reward","thinking","punishment","stimuli","thinking"
1982,"Strict behaviorists were criticized for overlooking the role that __________ plays in our lives.","reward","thinking","punishment","stimuli","thinking"
1984,"A psychologist who is &quot;eclectic&quot; can best be described as","rejecting determinism in favor of free will.","cognitive rather than behavioral.","drawing from many psychological approaches.","preferring pseudo-psychological approaches.","drawing from many psychological approaches."
1984,"A psychologist who is &quot;eclectic&quot; can best be described as","rejecting determinism in favor of free will.","cognitive rather than behavioral.","drawing from many psychological approaches.","preferring pseudo-psychological approaches.","drawing from many psychological approaches."
1986,"The study of mental processes such as thinking, perception, information processing, etc. is a key element in __________ psychology.","humanistic","cognitive","behavioral","biological","cognitive"
1986,"The study of mental processes such as thinking, perception, information processing, etc. is a key element in __________ psychology.","humanistic","cognitive","behavioral","biological","cognitive"
1988,"Overt behavior is","anything a person does.","only those things a person does which you can see.","only those things which can be recorded by a camera.","only those things which a person can see with his/her senses.","only those things a person does which you can see."
1988,"Overt behavior is","anything a person does.","only those things a person does which you can see.","only those things which can be recorded by a camera.","only those things which a person can see with his/her senses.","only those things a person does which you can see."
1990,"Which area in psychology would be most likely to study the phenomenon of &quot;peer influence&quot;?","social","comparative","physiological","school","social"
1990,"Which area in psychology would be most likely to study the phenomenon of &quot;peer influence&quot;?","social","comparative","physiological","school","social"
1992,"Psychologists are all","scientists.","practitioners.","both scientists and practitioners.","either scientists or practitioners.","either scientists or practitioners."
1992,"Psychologists are all","scientists.","practitioners.","both scientists and practitioners.","either scientists or practitioners.","either scientists or practitioners."
1994,"If you were to walk into a laboratory where the effects of intense punishment on a rat's ability to form a discrimination was being studied, you would be in the lab of a __________ psychologist.","physiological","developmental","learning","social","learning"
1994,"If you were to walk into a laboratory where the effects of intense punishment on a rat's ability to form a discrimination was being studied, you would be in the lab of a __________ psychologist.","physiological","developmental","learning","social","learning"
1996,"Maslow proposed a need to develop one's potential and be the best one can be, which he called","self-image.","self-concept.","self-esteem.","self-actualization.","self-actualization."
1996,"Maslow proposed a need to develop one's potential and be the best one can be, which he called","self-image.","self-concept.","self-esteem.","self-actualization.","self-actualization."
1998,"The psychodynamic view emphasizes the role of __________ in development.","external rewards and punishments","internal impulses, desires, and conflicts","subjective experiences, potentials, and ideals","physiology, genetics, biochemistry, and evolution","internal impulses, desires, and conflicts"
1998,"The psychodynamic view emphasizes the role of __________ in development.","external rewards and punishments","internal impulses, desires, and conflicts","subjective experiences, potentials, and ideals","physiology, genetics, biochemistry, and evolution","internal impulses, desires, and conflicts"
2000,"Psychology is","the study of human origins, evolution, and cultures.","the scientific study of behavior and mental processes of any living creature.","a natural science integrating physiology and neurology.","the deductive study of forms and functions of human groups.","the scientific study of behavior and mental processes of any living creature."
2000,"Psychology is","the study of human origins, evolution, and cultures.","the scientific study of behavior and mental processes of any living creature.","a natural science integrating physiology and neurology.","the deductive study of forms and functions of human groups.","the scientific study of behavior and mental processes of any living creature."
2002,"Of the following, who was a structuralist?","John Watson","Wilhelm Wundt","William James","Some modern psychodynamic theorists, or neo-Freudians, focused on","William James"
2002,"Of the following, who was a structuralist?","John Watson","Wilhelm Wundt","William James","Some modern psychodynamic theorists, or neo-Freudians, focused on","William James"
2004,"a.","the whole.","social motives and relationships that influence our behavior.","human experience, problems, potentials, and ideals.","observable behaviors.","social motives and relationships that influence our behavior."
2004,"a.","the whole.","social motives and relationships that influence our behavior.","human experience, problems, potentials, and ideals.","observable behaviors.","social motives and relationships that influence our behavior."
2006,"Some topics in psychology are difficult to study because","they overlap with other fields, such as law and business.","of ethical considerations.","advanced technology that measures brain waves is not available.","of a lack of interest in human behavior.","of ethical considerations."
2006,"Some topics in psychology are difficult to study because","they overlap with other fields, such as law and business.","of ethical considerations.","advanced technology that measures brain waves is not available.","of a lack of interest in human behavior.","of ethical considerations."
2008,"Behaviorism helped make psychology a","fad.","science.","specialty.","hoax.","science."
2008,"Behaviorism helped make psychology a","fad.","science.","specialty.","hoax.","science."
2010,"Psychiatrists differ from psychologists in that psychiatrists","are physicians with a specialization in abnormal behavior and psychotherapy.","are extensively trained in the theories and techniques of Sigmund Freud.","are generally more eclectic than psychologists.","have a Masters or Ph.D. degree with special training in psychological theory and research methods.","are physicians with a specialization in abnormal behavior and psychotherapy."
2010,"Psychiatrists differ from psychologists in that psychiatrists","are physicians with a specialization in abnormal behavior and psychotherapy.","are extensively trained in the theories and techniques of Sigmund Freud.","are generally more eclectic than psychologists.","have a Masters or Ph.D. degree with special training in psychological theory and research methods.","are physicians with a specialization in abnormal behavior and psychotherapy."
2012,"Developmental psychologists study the effects of __________ on behavior.","marketing","learning disabilities","aging","robotics","aging"
2012,"Developmental psychologists study the effects of __________ on behavior.","marketing","learning disabilities","aging","robotics","aging"
2014,"The kind of therapy developed by Freud is called","Gestalt therapy.","psychoanalysis.","behavior modification.","S-R therapy.","psychoanalysis."
2014,"The kind of therapy developed by Freud is called","Gestalt therapy.","psychoanalysis.","behavior modification.","S-R therapy.","psychoanalysis."
2016,"Freud stressed the role of __________ in shaping our personalities.","the structure of the mind","the function of our behaviors","our history of rewards and punishments","the unconscious","the unconscious"
