ID, question, Option 1, Option 2, Option 3, Option 4, Option 5, Answer
1641,"Companies need to know each competitor's product quality, features, and mix; customer services; pricing policy; distribution coverage; sales force strategy; and advertising and sales promotion programs.  These are all the dimensions that identify ________ groups within the industry.","target","leading","geographic","strategic","competing","strategic"
1642,"Companies use secondary data, personal experience, benchmarking, and word of mouth to ________.","estimate competitors' reactions","learn about their competitors' strengths and weaknesses","select competitors to attack or avoid","identify competitors' target locations","identify competitors' target customers","learn about their competitors' strengths and weaknesses"
1643,"________ is the process of comparing the company's products and processes to those of competitors or leading firms in other industries to find ways to improve quality and performance.","Competitive advantage","Advertising synergy","Sales promotion","Benchmarking","Publicity","Benchmarking"
1644,"Benchmarking has become a powerful tool for increasing a company's ________,","brand image","mass appeal","employee training services","distribution channels","competitiveness","competitiveness"
1645,"Knowing how major competitors react gives the company clues on how best to ________ competitors or how best to ________ the company's current positions.","remove; decrease","attack; increase","attack; defend","value; change","decrease; defend","attack; defend"
1646,"Most companies prefer to aim competition against ________.","their biggest competitor","the market leader","weak competitors","new competitors","distant competitors","weak competitors"
1647,"A firm should compete with ________ competitors in order to sharpen its abilities.  Succeeding against these competitors often provides greater returns.","strong","mediocre","weak","distant","smaller","strong"
1648,"Analysis conducted to determine what benefits target customers value and how they rate the relative value of various competitors' offers is known as ________.","customer value analysis","competitive customer analysis","power analysis","advertising specialty analysis","benchmarking","customer value analysis"
1649,"PepsiCo conducts a survey on all Coca-Cola drinkers to assess the company's strengths and weaknesses upon their target customers.  PepsiCo is using a/an ________.","innovative market analysis","global marketing strategy","competitive marketing strategy","customer value analysis","blue ocean strategy","customer value analysis"
1650,"A company wants to find the ________ , the place where it meets customers' needs in a way that rivals can't.","strategic sweet spot","value innovation","blue ocean strategy","red ocean strategy","common platform","strategic sweet spot"
1651,"If the company's offer delivers greater value by exceeding the competitor's offer on important attributes, the company can charge a higher price and ________, or it can charge the same price and ________.","earn lower profits; gain higher profits","earn higher profits; lose profits","earn higher profits; gain more market share","lose profits; gain more market share","lose profits; gain higher profits","earn higher profits; gain more market share"
1652,"Most companies will compete with ________ rather than ________.","distant competitors; close competitors","close competitors; distant competitors","benchmarkers; distant competitors","market challengers; market followers","market challengers; market nichers","close competitors; distant competitors"
1653,"The following are all examples of close competitors EXCEPT ________.","Nike and Adidas","Wal-Mart and K-Mart","Pepsi and Coca-Cola","Neiman Marcus and Nordstom","Nike and Timberland","Nike and Timberland"
1654,"A company's close competitors are ________.","considered bad competitors","those that least resemble the company's operation","those that most resemble the company's operations","not a threat","the sole focus of all successful companies","those that most resemble the company's operations"
1655,"All of the following statements are benefits from the existence of competitors EXCEPT?","Competitors may share the costs of market and product development.","Competitors help legitimize new technologies.","Competitors serve less-attractive segments or lead to more product differentiation.","Competitors divide the target market.","Competitors may help increase total demand.","Competitors divide the target market."
1656,"An industry often contains good and bad competitors. Good competitors ________.","break all of the rules","are nice people","play by the rules","dominate the market","share their marketing strategies","play by the rules"
1657,"Most competitors in the music download industry see Apple's iTunes Music Store as a ________ because they created a closed system with mass appeal.","good competitor","marginal competitor","bad competitor","market-centered competitor","maverick competitor","bad competitor"
1658,"The implication suggested by strategic actions of good competitor companies is that they would like to shape an industry that consists of ________.","all would-be competitors","groups that support a democratic model of behavior","good and bad competitors","only well-behaved competitors","monopolists","only well-behaved competitors"
1659,"Rather than competing head to head with established competitors, many companies seek out unoccupied positions in uncontested market spaces.  They try to create products and services for which there are no direct competitors.  This is called a ________.","red ocean strategy","strategic sweet spot","common platform","blue ocean strategy","strategic platform","blue ocean strategy"
1660,"Tomorrow's leading companies will succeed by creating blue oceans of uncontested market space.  Such strategic moves, termed ________ , create powerful leaps in value for both the firm and its buyers, creating all new demand and rendering rivals obsolete.","strategic sweet spots","common platforms","value innovation","strategic platform","service nichers","value innovation"
1661,"An example of a company exhibiting blue-ocean thinking is ________.","Amazon's digital music download services","a Starbucks opening in the same vicinity of an independent coffee house","Nike's brand image of the swoosh","Whirlpool's full line of medium-price appliances supported by good service","Cirque du Soleil's reinvention of the circus as a higher form of modern entertainment","Cirque du Soleil's reinvention of the circus as a higher form of modern entertainment"
1662,"There are specific kinds of information that companies need about their competitors. The ________ system first identifies the vital types of competitive information and the best sources of this information.","marketing information","global network","competitive intelligence","marketing research","collaborative","competitive intelligence"
1663,"Which statement is NOT a factor of the competitive intelligence system?","The system identifies the vital types of competitive information needed and the best sources of this information.","The system creates a new brand image and marketing concept.","The system collects information from the field and from published data.","The system checks information for validity and reliability, interprets it, and organizes it in an appropriate way.","The system sends key information to relevant decision makers and responds to inquiries from managers about competitors.","The system creates a new brand image and marketing concept."
1664,"A manager who used to work for a competitor might follow that competitor closely to see what it does in the marketplace. Such a manager would be considered to be your company's ________ expert.","market leader","market follower","strategy","in-house","technical","in-house"
1665,"Having identified and evaluated its major competitors, the company now must design broad competitive marketing strategies by which it can gain competitve advantage through superior ________.","customer value","customer service","employee value","employee service","target locations","customer value"
1666,"Companies that operate large marketing departments, conduct expensive marketing research, spell out elaborate competitive strategies, and spend huge sums on advertising are using  ________ competitive marketing strategies.","informal","formal","blue ocean","red ocean","technical","formal"
1667,"Approaches to marketing strategy and practice often pass through which of the three following stages?","formulated marketing, intrepreneurial marketing, and innovative marketing","entrepreneurial marketing, intrepreneurial marketing, and innovative marketing","entrepreneurial marketing, formulated marketing, and strategic marketing","entrepreneurial marketing, formulated marketing, and intrepreneurial marketing","innovative marketing, strategic marketing, and formulated marketing","entrepreneurial marketing, formulated marketing, and intrepreneurial marketing"
1668,"Most companies are started by individuals who live by their wits. They visualize an opportunity, construct flexible strategies on the backs of envelopes, and knock on every door to gain attention. What stage in marketing strategy are these individuals in?","exponential marketing","formulated marketing","entrepreneurial marketing","intrepreneurial marketing","innovative marketing","entrepreneurial marketing"
1669,"Gary Hirshberg of Stonyfield Farm yogurt company stated that companies can do better with less advertising, less marketing research, more guerilla marketing, and more acting from the gut. At this point, Hirshberg was following which marketing strategy?","formulated marketing","entrepreneurial marketing","innovative marketing","exponential marketing","intrepreneurial marketing","entrepreneurial marketing"
1670,"As small companies achieve success, they inevitably move toward more ________ marketing.  They pore over the latest Nielsen numbers, scan market research reports, and try to fine-tune their competitve strategies and programs.","diversified","formulated","entrepreneurial","intrepreneurial","targeted","formulated"
1671,"Companies that have been in existence for some time often lose the marketing creativity and passion that they had at the start. They now need to refresh their marketing strategies and try new approaches.  This is known as ________.","network marketing","formulated marketing","entrepreneurial marketing","intrepreneurial marketing","marketing myopia","intrepreneurial marketing"
1672,"There will be a constant tension between the formulated side of marketing and the ________.","creative side","competitor side","customer side","overall cost leadership","product value","creative side"
1673,"Michael Porter suggests four basic competitive positioning strategies that companies can follow–three winning strategies and one losing one. Which of the following are considered winning strategies?","middle-of-the-roader, focus, and overall cost leadership","focus, differentiation, and middle-of-the-roader","overall cost leadership, differentiation, and middle-of-the-roader","overall cost leadership, differentiation, and focus","differentiation, operational excellence, and focus","overall cost leadership, differentiation, and focus"
1674,"Wal-Mart, Texas Instruments, and Dell all achieve the lowest production and distribution costs to win a large market share.  They utilize a  ________ strategy very effectively.","overall cost leadership","differentiation","focus","operational","customer intimacy","overall cost leadership"
1675,"Companies that pursue a clear strategy will likely perform well. Firms that do not pursue a clear strategy are called ________.","challenger risk-takers","middle-of-the-roaders","nichers","analyzers","overall cost leaders","middle-of-the-roaders"
1676,"Sears and Holiday Inn encountered difficult times because they did not stand out as the lowest in cost, highest in perceived value, or best in serving some market segment.  Both companies are ________.","nichers","challenger risk-takers","middle-of the roaders","differentiated","formulated","middle-of the roaders"
1677,"Companies can pursue any of the following three strategies, called value disciplines, for delivering superior customer value:","operational excellence, overall cost leadership, and differentiation","customer intimacy, operational excellence, and focus","employee relations, product leadership, and overall cost leadership","product leadership, customer intimacy, and focus","operational excellence, customer intimacy, and product leadership","operational excellence, customer intimacy, and product leadership"
1678,"When a company provides superior value by leading its industry in price and convenience, it has obtained what is called ________.","product leadership","employee excellence","operational excellence","employee intimacy","cost leadership","operational excellence"
1679,"Wal-Mart, Washington Mutual, and Southwest Airlines serve customers who want reliable, good-quality products or services, but who want them cheaply and easily.  They are all known for pursuing a value discipline known as ________.","operational excellence","customer intimacy","middle-of-the-road","product leadership","marketing insight","operational excellence"
1680,"When customers are willing to pay a premium to get precisely what they want and company respond quickly to satisfy customer needs, the company has achieved what is called ________.","customer intimacy","employee intimacy","operational excellence","promotional intimacy","marketing intelligence","customer intimacy"
1681,"Nordstrom, Lexus, American Express, British Airways, and Ritz-Carlton Hotels will do almost anything to build long-term customer loyalty and to capture customer lifetime value.  These companies are pursuing which of the following competitive marketing strategy?","employee intimacy","operational excellence","differentiation","product leadership","customer intimacy","customer intimacy"
1682,"If a company's aim is to make its own and competing products obsolete and serve customers who want state-of-the-art products and services, it is using a value discipline called ________.","captive-product innovation","promotional innovation","new product innovation","product leadership","market leadership","product leadership"
1683,"Nokia and Apple are open to new ideas, relentlessly pursue new solutions, and work to get new products to market quickly.  They serve customers who want state-of-the-art products and services, regardless of the costs in terms of price or inconvenience.  These companies are offering what value discipline?","operational excellence","customer intimacy","product leadership","promotional innovation","differentiation","product leadership"
1684,"Which of the following is NOT an example of the competitive positions or roles that firms play in the target market?","market leader","market challenger","market follower","market nicher","market provider","market provider"
1685,"Most of the market is in the hands of the ________, the firm with the largest market share.","market challenger","market follower","market leader","market nicher","market analyzer","market leader"
1686,"Forty percent of the market is in the hands of Company A. Another 30 percent is in the hands of Company B.  Twenty percent is in the hands of Company C, and the remaining 10 percent is in the hands of Company D.  Based on these hypothetical numbers Company B is the market ________.","leader","challenger","follower","nicher","strategist","challenger"
1687,"Forty percent of the market is in the hands of Company A. Another 30 percent is in the hands of Company B.  Twenty percent is in the hands of Company C, and the remaining 10 percent is in the hands of Company D.  Based on these hypothetical numbers Company D is the market ________.","leader","challenger","follower","nicher","strategist","nicher"
1688,"Firms that serve small segments not being pursued by other firms are called ________.","market followers","direct marketers","market challengers","market nichers","market leaders","market nichers"
1689,"________ are those runner-up firms that are working to increase its market share in an industry.","Market leaders","Market challengers","Market followers","Market analyzers","Market nichers","Market challengers"
1690,"A runner-up firm that wants to hold its share in an industry without rocking the boat is a ________.","market follower","direct marketer","market challenger","market nicher","market leader","market follower"
1691,"When it comes to creating ________, Ritz-Carlton sets the gold standard.  It's all about providing a unique, personal, memorable experience.","overall cost leadership","differentiation","focus","customer intimacy","product leadership","customer intimacy"
1692,"Expanding the total market, protecting market share, and expanding market share are all strategies for ________.","market leaders","market challengers","market followers","market nichers","market  providers","market leaders"
1693,"Which of the following are market challenger strategies?","expand total market and protect market share","expand market share and follow closely","full frontal attack and indirect attack","follow closely and follow at a distance","by customer, market, quality-price, service and multiple niching","full frontal attack and indirect attack"
1694,"The ________ usually leads the other firms in price changes, new product introductions, distribution coverage, and promotion spending.","market leader","direct leader","market challenger","target leader","market nicher","market leader"
1695,"To remain number one, leading firms can take any of three actions. First, they can find ways to expand total demand.  Second, they can protect their current market share through good defensive and offensive actions.  Third, they can ________.","hire and train new employees","evaluate current employees","run smaller companies out of business, causing them to sell out to larger companies","try to expand their market share further, even if market size remains constant","shut down current company locations and reopen in highly populated areas","try to expand their market share further, even if market size remains constant"
1696,"The leading firm normally gains the most when the ________.","rest of the market follows far behind","total market expands","personal communication channels expand","integrated marketing effort expands","major competitors enter the market","total market expands"
1697,"Marketers can expand markets by discovering and promoting ________.","subliminal points of interest","the deficiencies of competitors","subtle advantages of the product","new uses of the product","new employees","new uses of the product"
1698,"Market leaders can expand the market by ________, new uses, and more usage of the product.","developing competitors","initiating monopolistic practices","developing new users","developing higher standards","initiating new rules","developing new users"
1699,"NutriSystem has typically targeted its weight loss programs toward women.  Recently, however, it stepped up its efforts to attract male customers.  This is an example of how the market leader ________.","develops new competitors","changes its products","develops new rules","develops new users","challenges competition","develops new users"
1700,"The best response to competitive threats is ________.","continuous innovation","a frontal attack","an indirect attack","to find partners","to ignore them","continuous innovation"
1701,"Profitability increases as a business gains share relative to competitors in its ________.","higher market","direct market","communication market","served market","valued market","served market"
1702,"Higher shares tend to produce higher profits only when ________ fall with increased market share.","unit costs","higher markets","sales","product values","numbers of customers","unit costs"
1703,"________ can adopt one of two competitive strategies: they can challenge the leader or they can play along with competitors and not rock the boat.","Runner-up firms","Market nichers","Market followers","Localized marketers","Market developers","Runner-up firms"
1704,"Although it might seem that the market leader has the most going for it, challengers often have what some strategists call a ________.  The challenger observes what has made the leader successful and improves upon it.","competitor myopia","second mover advantage","strategic sweet spot","blue ocean strategy","red ocean strategy","second mover advantage"
1705,"The market challenger may launch a full ________, matching the competitor's product, advertising, price, and distribution efforts.  It attacks the competitor's strengths rather than its weaknesses.","indirect attack","direct attack","frontal attack","multiple attack","strength attack","frontal attack"
1706,"Rather than challenging head-on, the challenger can make ________ on the competitor's weaknesses or on gaps in the competitor's market coverage.","a direct attack","a frontal attack","an indirect attack","an individual attack","a cautious attack","an indirect attack"
1707,"Red Bull entered the U.S. soft drinks market with a niche product:  a carbonated energy drink retailing at about twice what you would pay for a Coke or Pepsi.  Their product was sold in unconventional outlets not dominated by the market leaders.  In this case, Red Bull was using ________ against the market leaders.","a direct attack","an individual attack","a cautious attack","an indirect attack","a frontal attack","an indirect attack"
1708,"Many firms prefer to ________ rather than ________ the leader.","follow; challenge","challenge; follow","challenge; support","support; challenge","follow; support","follow; challenge"
1709,"The market follower must keep its manufacturing costs and prices ________ or its product quality and services ________.","stable; low","low; high","high; low","fair; low","low; fair","low; high"
1710,"Almost every industry includes firms that specialize in serving target subsegments called ________.","market niches","benchmarkers","customer databases","hotbox markets","local markets","market niches"
1711,"________ is profitable because the needs of the target customer segment are better met than when other firms casually attempt to sell to the same segment.","Benchmarking","Differentiated marketing","Market niching","Vertical marketing","Dynamic marketing","Market niching"
1712,"Whereas the mass marketer achieves ________, the nicher achieves ________.","low margins; low volume","low volume; high margins","high volume; high margins","high volume; low margins","high margins; high volume","high volume; high margins"
1713,"Computer mouse and interface device maker Logitech is only a fraction the size of giant Microsoft.  Yet through skillful ________, it dominates the PC mouse market, with Microsoft as its runner-up.","employment tactics","niching","brand imaging","vertical marketing","benchmarking","niching"
1714,"The key to successful niching is ________.","having only a few specific customers","buzz marketing","follow-up","specialization","mass appeal of one idea","specialization"
1715,"A market nicher can specialize along all of the following market, customer, product, or marketing mix lines EXCEPT?","end users","customer-size groups","geographic market","quality price","employees","employees"
1716,"The market niche may dry up, or it might grow to the point that it attracts larger competitors.  That is why many companies practice ________.","multiple niching","single niching","specific niching","service niching","market niching","multiple niching"
1717,"A company can become so ________ centered that it loses its even more important focus on maintaining profitable ________ relationships.","customer; competitor","competitor; customer","market; customer","market; competitor","competitor; product","competitor; customer"
1718,"A negative side of the ________ is that the company becomes too reactive. Rather than carry out its own customer relationship strategy, it bases its own moves on competitors' moves.","competitor-centered company","customer-centered company","market-centered company","dual marketing strategy","image-centered company","competitor-centered company"
1719,"A positive aspect of a ________ is that the company develops a fighter orientation, watches for weaknesses in its own position, and searches out competitors' weaknesses.","market-centered company","customer-centered company","competitor-centered company","branding-centered company","image-centered company","competitor-centered company"
1720,"A company that focuses on customer developments in designing its marketing strategies and on delivering superior value to its target customers is a ________.","market-centered company","geographic-centered company","target-centered company","customer-centered company","branding-centered company","customer-centered company"
1721,"When companies watch both their customers and their competitors, they are called ________.","promotion-centered companies","market-centered companies","competitor-centered companies","customer-centered companies","analytically-centered companies","market-centered companies"
1722,"All of the below choices are evolving company orientations EXCEPT?","central-orientation","competitor-orientation","customer-orientation","product orientation","market-orientation","central-orientation"
1723,"________ industries are safe from foreign competition.","Most","Major","Few","NAFTA","European Union","Few"
1724,"As global trade is growing, global competition is ________.","leveling off","declining","erratic","intensifying","threatening","intensifying"
1725,"Firms that play it safe and do not enter the global market are likely to lose their chances to enter other markets ________.","but achieve more stability at home","but gain a competitive edge in their home markets","but successfully shield themselves from foreign competition","and risk losing their home markets","A and B","and risk losing their home markets"
1726,"A ________ is one that, by operating in more than one country, contains marketing, production, research and development, and financial advantages that are not available to purely domestic competitors.","global firm","global industry","whole-channel view","direct investment","free trade zone","global firm"
1727,"All of the following are major decisions a company faces in international marketing EXCEPT?","deciding which markets to enter","deciding how to enter the market","deciding how to set standardized prices","deciding on the global marketing program","looking at the global marketing environment","deciding how to set standardized prices"
1728,"A  ________ is a tax levied by a foreign government against certain imported products.","embargo","tariff","export","exchange control","quota","tariff"
1729,"A  ________ is a limit on the amount of goods that an importing country will accept in certain product categories.","embargo","tariff","benchmark","quota","exchange control","quota"
1730,"A  ________ serves to limit the amount of foreign exchange and the exchange rate against other currencies.","trade system","tariff","quota","exchange control","nontariff trade barrier","exchange control"
1731,"Bias against bids made by American companies is an example of a  ________.","quota","tariff","boycott","nontariff trade barrier","exchange control","nontariff trade barrier"
1732,"U.S. foreign policy makers have criticized China for protectionist regulations and other actions that restrict access to several Chinese markets, including banking services.  This is an example of a ________.","nontariff trade barrier","tariff","boycott","exchange control","quota","nontariff trade barrier"
1733,"Which of the following is designed to help foster trade between nations?","tariffs","GATT","exchange controls","quotas","nontariff trade barriers","GATT"
1734,"The ________ is a 60-year-old treaty designed to promote world trade by reducing tariffs and other international trade barriers.","WTO","GATT","EU","CAN","NAFTA","GATT"
1735,"Concluding in 1994, the Uruguay Round reduced trade barriers, set international standards for trade, and established the ________ to enforce GATT rules.","WTO","EU","NAFTA","CAFTA","CAN","EU"
1736,"Which of the following reduced the world's merchandise tariffs by 30 percent, toughened international protection of copyrights and trademarks, and has been extended to cover trade in agriculture and a wide range of services?","GATT","EU","NAFTA","CAFTA","FTAA","GATT"
1737,"Economic communities are also known as ________.","global firms","free trade zones","management communities","production communities","open channels","free trade zones"
1738,"________ is a group of nations organized to work toward common goals in the regulation of international trade.","A joint venture","A standardized marketing mix","An economic community","A global firm","A multinational enterprise","An economic community"
1739,"Formed in 1957, the ________ set out to create a single European market by reducing barriers to the free flow of products, services, finances, and labor among member countries and developing policies on trade with nonmember nations.","Uruguay Round","European Union","European Organization","NAFTA","CAFTA","European Union"
1740,"The European Union and NAFTA, North American Free Trade Agreement are examples of ________.","non-barrier zones","open economic areas","economic communities","barter organizations","world trade organizations","economic communities"
1741,"Which of the following is true regarding economic communities?","Trade barriers have increased between the United States and Mexico since NAFTA was created.","Tariffs are typically lower or nonexistent between countries in the community.","NAFTA represents the world's single largest market.","Converting numerous currencies into the euro has been a failure.","CAFTA has been less successful than CAN.","Tariffs are typically lower or nonexistent between countries in the community."
1742,"There is concern that through the ________ lower barriers inside Europe will create only thicker outside walls.","European Union","Euro-Scandinavian Pact","Euro-American Union","Atlantic Free-Trade Area","General Agreement on Tariffs and Trade","European Union"
1743,"Which of the following economic communities is responsible for the adoption of the euro?","NAFTA","European Union","Euro-American Union","CAFTA","WTO","European Union"
1744,"In January 1994, ________ established a free trade zone among the United States, Canada, and Mexico.","GATT","WTO","NAFTA","EU","CAFTA","NAFTA"
1745,"Trusted Wholesalers is a company that purchases products produced in Mexico and sells them to companies based in the United States and Canada. Management at Trusted Wholesalers would most likely be interested in becoming experts in the agreements made by ________.","EU","NAFTA","CAFTA","FTAA","Mercusor","NAFTA"
1746,"In 2005, the ________ established a free trade zone between the United States and Costa Rica, the Dominican Republic, El Salvador, Guatemala, Honduras, and Nicaragua.","CAFTA","FTAA","CAN","NAFTA","EU","CAFTA"
1747,"What is the name of the single agreement that created a market of 443 million people and will eliminate all trade barriers and investment restrictions among the United States, Mexico, and Canada?","GATT","WTO","NAFTA","CAN","EU","NAFTA"
1748,"Given the apparent success of NAFTA, talks have been underway since 1994 to establish a free trade zone called ________. This zone would include 34 countries stretching from the Bering Strait to Cape Horn.","CAFTA","WTO","FTAA","CAN","AATF","FTAA"
1749,"Mercusor and CAN have agreed to unite, creating ________, which will make up the largest trading block after NAFTA and the European Union.","CAFTA","FTAA","Unasur","MCAN","GATT","Unasur"
1750,"Trusted Wholesalers is a company that currently purchases products produced in Mexico and sells them to companies based in the United States and Canada. Trusted Wholesalers is considering whether to also purchase products produced in Costa Rica and the Dominican Republic. To make their decision, members of management at Trusted Wholesalers will most likely closely evaluate the agreements made by ________.","the EU","NAFTA","CAFTA","Mercosur","Unasur","CAFTA"
1751,"All of the following are types of industrial structures EXCEPT?","subsistence economies","raw material exporting economies","developing economies","industrializing economies","industrial economies","developing economies"
1752,"Much of Chile's revenues come from its tin and copper exports. Chile has a ________ economy.","subsistence","emerging","merchandise exporting","raw material exporting","industrializing","raw material exporting"
1753,"The two key economic factors reflecting a country's attractiveness as a market are its industrial structure and its ________.","communication adaptation","nontariff trade barriers","exchange controls","income distribution","transportation systems","income distribution"
1754,"In a  ________, the vast majority of people engage in simple agriculture and consume most of their output.","raw material economy","subsistence economy","industrializing economy","emerging economy","industrial economy","subsistence economy"
1755,"Very few market opportunities are available in a  ________ economy.","subsistence","raw material exporting","industrializing","emerging","industrial","subsistence"
1756,"A  ________ economy is poor in some ways but rich in one or more natural resources responsible for creating most of its exporting revenue.","industrial","industrializing","raw-material exporting","subsistence","agrarian","raw-material exporting"
1757,"________ are major exporters of manufactured goods, services, and investment funds. They trade goods among themselves and export them to other types of economies for raw materials and semifinished goods.","Material economies","Subsistent economies","Industrializing economies","Industrial economies","Developing economy","Industrial economies"
1758,"In a  ________ economy, manufacturing accounts for 10 to 20 percent of the country's economy. This type of economy typically has a new rich class and a small but growing middle class, both demanding new types of imported goods.","industrial","industrializing","materials exporting","subsistence","agrarian","industrializing"
1759,"Industrializing economies do NOT include ________.","Egypt","India","Brazil","Sweden","any of the above","Sweden"
1760,"All of the following are political-legal factors that should be considered when deciding whether to do business in a given country EXCEPT?","attitudes toward international buying","government bureaucracy","if a state religion is enforced","monetary regulations","political stability","if a state religion is enforced"
1761,"Countries with ________ economies may consist mostly of households with very low family incomes.","industrial","industrializing","service","technological","subsistence","subsistence"
1762,"India needs more imports of raw materials such as textiles, steel, and heavy machinery, and fewer imports of finished textiles, paper products, and automobiles. India is most likely a ________ economy.","subsistence","emerging","raw material exporting","agrarian","industrializing","industrializing"
1763,"In international trade, it is ideal if the buyer can pay in ________.","countertrade","the seller's currency","barter","buyback","counterpurchases","the seller's currency"
1764,"Sellers might accept a ________, one whose removal from the country is restricted by the buyer's government, if they can buy other goods in that country that they need themselves or can sell elsewhere for a need currency.","blocked currency","counterpurchase","barter","buyback","tariff","blocked currency"
1765,"All of the following are methods of countertrade EXCEPT?","paying in the seller's currency without further obligation","bartering goods or services","counterpurchasing","compensation","buyback","paying in the seller's currency without further obligation"
1766,"What type of countertrade occurs when a seller sells a plant, equipment, or technology to another country and agrees to take payment in the resulting products?","barter","counterpurchase","rebuy","buyback","trade","buyback"
1767,"Japan's Fukusuke Corporation sold knitting machines and raw textile materials to Shanghai clothing manufacturer Chinatex in exchange for finished textiles produced on the machines.  This is an example of which form of countertrade?","barter","compensation","rebuy","counterpurchase","blocked","compensation"
1768,"Azerbaijan imported wheat from Romania in exchange for crude oil and Vietnam exchanged rice for Philippine fertilizer and coconuts.  Both scenarios are examples of which form of countertrade?","counterpurchase","compensation","buyback","blocked currency","barter","barter"
1769,"Daimler Chrysler agreed to sell 30 trucks to Romania in exchange for 150 Romanian jeeps, which it then sold to Ecuador for bananas, which were in turn sold to a German supermarket chain for German currency. What is this an example of?","joint venturing","product transportation","countertrading","adapted pay","global strategy","countertrading"
1770,"Which of the following is the most common form of countertrade?","barter","compensation","buyback","counterpurchase","blocked currency","counterpurchase"
1771,"The form of countertrade in which the seller receives full payment in cash but agrees to spend some of the money in the other country is known as ________.","counterpurchasing","bartering","compensation","buyback","blocked currency","counterpurchasing"
1772,"When Boeing sells aircraft to India and agrees to buy Indian coffee, rice, and castor oil and to sell these products elsewhere, Boeing is engaging in ________.","joint venturing","barter","buyback","compensation","counterpurchasing","counterpurchasing"
1773,"It is important to understand how business norms vary from county to country. For example, ________ like to sit or stand very close to each other when they talk business in fact, almost nose-to-nose.","Americans","Japanese","South Americans","Africans","Europeans","South Americans"
1774,"Some social critics say that globalization really means ________ the world's cultures.","Americanizing","modernizing","stabilizing","respecting","ignoring","Americanizing"
1775,"Which type of business is LEAST likely to find it necessary to enter international markets in order to survive?","clothing manufacturers","food distributors","chain retailers","small, local businesses","automobile producers","small, local businesses"
1776,"Which of the following is a factor that is likely to push a company to decide NOT to enter international markets?","The company's home market is stagnant.","The company would have to redesign its products.","The company needs to counterattack international competitors in their home markets.","Foreign markets present higher profit opportunities.","Global competitors have offered similar products at lower prices.","The company would have to redesign its products."
1777,"Several of the following factors might draw a company into the international arena EXCEPT?","Global competitors might offer better products at lower prices domestically.","Domestic markets might be stagnant or shrinking.","Managers are unsure of the effect of regulations and the political environments of other countries.","The company's customers may be expanding abroad.","Foreign markets present higher profit opportunities.","Managers are unsure of the effect of regulations and the political environments of other countries."
1778,"Of the following, which is the LEAST critical decision a company should make before going abroad?","what its international marketing objectives and policies are","what volume of foreign sales it wants","how many countries it wants to market in","how many people it wants to employ","what types of countries it wants to market in","how many people it wants to employ"
1779,"Demographic characteristics, geographic characteristics, economic factors, sociocultural factors, and political and legal factors all help a company ________.","determine a market's potential","determine a country's degree of globalization","evaluate its marketing objectives","evaluate its value delivery network","identify potential joint ventures","determine a market's potential"
1780,"Which of the following is a sociocultural factor that a company should consider before deciding to enter an international market?","political stability","population density","education","income distribution","consumer lifestyles, beliefs, and values","consumer lifestyles, beliefs, and values"
1781,"Which of the following is a political and legal factor that a company should consider before deciding to enter an international market?","monetary and trade regulations","transportation structure","population size and growth","industrial infrastructure","business norms and approaches","monetary and trade regulations"
1782,"Which of the following is an economic factor that a company should consider before deciding to enter and international market?","population size and growth","natural resources","cultural and social norms","political stability","climate","natural resources"
1783,"All of the following are modes of entry that companies can use when they have decided to sell in a foreign country EXCEPT ________.","exporting","embargo","joint venturing","direct investment","licensing","embargo"
1784,"Members of management at Growing Green, a company that markets organic and environmentally friendly gardening and landscaping supplies and equipment, are evaluating the benefits and disadvantages of indirect exporting, direct exporting, and licensing. In which stage of the international marketing process is Growing Green?","deciding whether to go global","deciding which markets to enter","deciding how to enter the market","deciding on the global marketing program","deciding on the global marketing organization","deciding how to enter the market"
1785,"The simplest way to enter a foreign market is through ________.","joint venturing","direct investment","exporting","joint ownership","contract manufacturing","exporting"
1786,"When entering a foreign market, companies typically start with ________, working through independent international marketing intermediaries.","direct exporting","embargo","product adaptation","indirect exporting","licensing","indirect exporting"
1787,"________ involves less investment because the firm does not require an overseas marketing organization or network.  It also involves less risk.","Indirect exporting","Direct exporting","Joint venturing","Licensing","Contract manufacturing","Indirect exporting"
1788,"Sellers may eventually move into ________, whereby they handle their own exports. The investment and risk are somewhat greater in this strategy.","direct exporting","embargo","product adaptation","indirect exporting","licensing","direct exporting"
1789,"Think Ink is a growing company that sells a variety of inks for home and business printers. Management at Think Ink has decided to open a sales branch overseas to handle sales and distribution abroad. Think Ink is engaging in ________.","indirect exporting","direct exporting","licensing","joint ownership","management contracting","direct exporting"
1790,"A company can conduct direct exporting in all of the following ways EXCEPT?","It can set up a domestic export department.","It can set up an overseas sales branch.","It can send home-based sales people abroad to find more business.","It can work through independent international marketing intermediaries.","It can work with foreign-based agents who sell goods on its behalf.","It can work through independent international marketing intermediaries."
1791,"A ________ gives the seller more presence and program control in the foreign market and often serves as a display center and customer service center.","straight product extension","sales branch","market-centered company","market niche","foreign licensing agreement","sales branch"
1792,"All of the following are four types of joint ventures EXCEPT ________.","licensing","contract manufacturing","joint ownership","direct investment","management contracting","direct investment"
1793,"Through ________, an organization in the foreign market buys the right to use a company's manufacturing process, trademark, patent, trade secret, or other item of value.","indirect exporting","licensing","contract manufacturing","management contracting","joint ownership","licensing"
